closed_issues,commits,created_at,description,forks,history,inner_source,is_nvidia,latest_release.published_at,latest_release.tag_name,license,name,open_days,open_issues,open_prs,openrank,openrank_data,pushed_at,quadrant,rank,ring,stars,status,topics,url
0,0,2024-01-26T13:15:39Z,"<a href=""https://github.com/huggingface/lighteval"">huggingface/lighteval</a>: Lighteval is your all-in-one toolkit for evaluating LLMs across multiple backends",289,[],FALSE,FALSE,,,MIT License,huggingface/lighteval,508,0,0,55.16,"{""2024"": 182.55, ""2025"": 133.09, ""2024-02"": 8.36, ""2024-03"": 14, ""2024-04"": 17.64, ""2024-05"": 10.62, ""2024-06"": 7.01, ""2024-07"": 11.92, ""2024-08"": 20.02, ""2024-09"": 20.71, ""2024-10"": 22.27, ""2024-11"": 21.63, ""2024-12"": 28.4, ""2025-01"": 22.26, ""2025-02"": 28.47, ""2025-03"": 27.2, ""2025-04"": 24.55, ""2025-05"": 30.61, ""2024Q1"": 22.36, ""2024Q2"": 35.26, ""2024Q3"": 52.64, ""2024Q4"": 72.29, ""2025Q1"": 77.94, ""2025Q2"": 55.16}",2025-06-16T15:10:54Z,Tool,10,Assess,1625,New,"evaluation, evaluation-framework, evaluation-metrics, huggingface",https://github.com/huggingface/lighteval
0,0,2017-09-07T04:53:45Z,"<a href=""https://github.com/onnx/onnx"">onnx/onnx</a>: Open standard for machine learning interoperability",3756,[],FALSE,FALSE,,,Apache License 2.0,onnx/onnx,2840,0,0,37.68,"{""2017"": 89.21, ""2018"": 484.39, ""2019"": 364.06, ""2020"": 329.32, ""2021"": 318.8, ""2022"": 307.28, ""2023"": 326.21, ""2024"": 235.5, ""2025"": 97.08, ""2017-09"": 9.02, ""2017-10"": 22.22, ""2017-11"": 34.04, ""2017-12"": 23.93, ""2018-01"": 29.81, ""2018-02"": 26.66, ""2018-03"": 30.35, ""2018-04"": 46.81, ""2018-05"": 50.14, ""2018-06"": 47.52, ""2018-07"": 40.86, ""2018-08"": 45.81, ""2018-09"": 46.48, ""2018-10"": 46.78, ""2018-11"": 43.26, ""2018-12"": 29.89, ""2019-01"": 31.7, ""2019-02"": 26.88, ""2019-03"": 23.02, ""2019-04"": 31.45, ""2019-05"": 32.4, ""2019-06"": 27.42, ""2019-07"": 36.51, ""2019-08"": 36.82, ""2019-09"": 36.31, ""2019-10"": 26.85, ""2019-11"": 29.74, ""2019-12"": 24.96, ""2020-01"": 27.99, ""2020-02"": 28.99, ""2020-03"": 28.4, ""2020-04"": 26.35, ""2020-05"": 24.54, ""2020-06"": 28.91, ""2020-07"": 30.86, ""2020-08"": 30.71, ""2020-09"": 27.18, ""2020-10"": 27.08, ""2020-11"": 24.36, ""2020-12"": 23.96, ""2021-01"": 27.53, ""2021-02"": 28.35, ""2021-03"": 28.55, ""2021-04"": 29.17, ""2021-05"": 23.52, ""2021-06"": 23.96, ""2021-07"": 33.95, ""2021-08"": 28.09, ""2021-09"": 28.32, ""2021-10"": 26, ""2021-11"": 22.79, ""2021-12"": 23.47, ""2022-01"": 28.37, ""2022-02"": 23.08, ""2022-03"": 23.64, ""2022-04"": 24.63, ""2022-05"": 28.21, ""2022-06"": 31.19, ""2022-07"": 24.67, ""2022-08"": 31.05, ""2022-09"": 26.9, ""2022-10"": 24.16, ""2022-11"": 21.93, ""2022-12"": 19.46, ""2023-01"": 25.74, ""2023-02"": 30.85, ""2023-03"": 27.32, ""2023-04"": 25.3, ""2023-05"": 33.25, ""2023-06"": 32.59, ""2023-07"": 24.97, ""2023-08"": 29.62, ""2023-09"": 31.51, ""2023-10"": 28.65, ""2023-11"": 18.46, ""2023-12"": 17.96, ""2024-01"": 23.35, ""2024-02"": 28.26, ""2024-03"": 25.07, ""2024-04"": 13.97, ""2024-05"": 15.37, ""2024-06"": 12.28, ""2024-07"": 16.86, ""2024-08"": 19.18, ""2024-09"": 20.67, ""2024-10"": 22.93, ""2024-11"": 18.59, ""2024-12"": 18.99, ""2025-01"": 18.94, ""2025-02"": 20.04, ""2025-03"": 20.42, ""2025-04"": 19.38, ""2025-05"": 18.3, ""2021-10-raw"": 21.11, ""2017Q3"": 9.02, ""2017Q4"": 80.19, ""2018Q1"": 86.83, ""2018Q2"": 144.47, ""2018Q3"": 133.15, ""2018Q4"": 119.94, ""2019Q1"": 81.6, ""2019Q2"": 91.27, ""2019Q3"": 109.64, ""2019Q4"": 81.55, ""2020Q1"": 85.38, ""2020Q2"": 79.79, ""2020Q3"": 88.75, ""2020Q4"": 75.39, ""2021Q1"": 84.43, ""2021Q2"": 76.64, ""2021Q3"": 90.36, ""2021Q4"": 67.37, ""2022Q1"": 75.09, ""2022Q2"": 84.02, ""2022Q3"": 82.62, ""2022Q4"": 65.55, ""2023Q1"": 83.91, ""2023Q2"": 91.14, ""2023Q3"": 86.09, ""2023Q4"": 65.07, ""2024Q1"": 76.67, ""2024Q2"": 41.61, ""2024Q3"": 56.71, ""2024Q4"": 60.5, ""2025Q1"": 59.4, ""2025Q2"": 37.68}",2025-06-15T07:06:48Z,Tool,11,Assess,19113,New,"deep-learning, deep-neural-networks, dnn, keras, machine-learning, ml, neural-network, onnx, pytorch, scikit-learn, tensorflow",https://github.com/onnx/onnx
0,0,2021-10-28T16:19:44Z,"<a href=""https://github.com/hpcaitech/ColossalAI"">hpcaitech/ColossalAI</a>: Making large AI models cheaper, faster and more accessible",4522,[],FALSE,FALSE,,,Apache License 2.0,hpcaitech/ColossalAI,1327,0,0,28.7,"{""2021"": 13.29, ""2022"": 428.52, ""2023"": 927.27, ""2024"": 518.65, ""2025"": 82.67, ""2021-10"": 5, ""2021-11"": 3.87, ""2021-12"": 8.55, ""2022-01"": 10.72, ""2022-02"": 14.44, ""2022-03"": 27.87, ""2022-04"": 36.2, ""2022-05"": 45.99, ""2022-06"": 38, ""2022-07"": 43.26, ""2022-08"": 33.31, ""2022-09"": 34.65, ""2022-10"": 39.55, ""2022-11"": 55.39, ""2022-12"": 49.15, ""2023-01"": 64.76, ""2023-02"": 83, ""2023-03"": 100.4, ""2023-04"": 98.27, ""2023-05"": 77.34, ""2023-06"": 70.65, ""2023-07"": 73.37, ""2023-08"": 67.15, ""2023-09"": 78.28, ""2023-10"": 72.88, ""2023-11"": 74.19, ""2023-12"": 66.98, ""2024-01"": 57.37, ""2024-02"": 49.44, ""2024-03"": 48.63, ""2024-04"": 55.64, ""2024-05"": 49.71, ""2024-06"": 47.67, ""2024-07"": 47.9, ""2024-08"": 42.94, ""2024-09"": 38.39, ""2024-10"": 31.16, ""2024-11"": 27.07, ""2024-12"": 22.71, ""2025-01"": 18.69, ""2025-02"": 21.36, ""2025-03"": 13.92, ""2025-04"": 14.8, ""2025-05"": 13.9, ""2021-10-raw"": 0.87, ""2021Q4"": 13.29, ""2022Q1"": 53.02, ""2022Q2"": 120.19, ""2022Q3"": 111.22, ""2022Q4"": 144.09, ""2023Q1"": 248.16, ""2023Q2"": 246.26, ""2023Q3"": 218.8, ""2023Q4"": 214.05, ""2024Q1"": 155.45, ""2024Q2"": 153.03, ""2024Q3"": 129.23, ""2024Q4"": 80.94, ""2025Q1"": 53.97, ""2025Q2"": 28.7}",2025-06-16T17:14:54Z,Tool,12,Assess,40971,New,"ai, big-model, data-parallelism, deep-learning, distributed-computing, foundation-models, heterogeneous-training, hpc, inference, large-scale, model-parallelism, pipeline-parallelism",https://github.com/hpcaitech/ColossalAI
0,0,2022-08-22T14:05:26Z,"<a href=""https://github.com/AUTOMATIC1111/stable-diffusion-webui"">AUTOMATIC1111/stable-diffusion-webui</a>: Stable Diffusion web UI",28559,[],FALSE,FALSE,,,GNU Affero General Public License v3.0,AUTOMATIC1111/stable-diffusion-webui,1030,0,0,26.86,"{""2022"": 1485.76, ""2023"": 2853.96, ""2024"": 833.97, ""2025"": 81.93, ""2022-08"": 4.17, ""2022-09"": 195.32, ""2022-10"": 506.94, ""2022-11"": 427.42, ""2022-12"": 351.91, ""2023-01"": 364.9, ""2023-02"": 310.1, ""2023-03"": 306.31, ""2023-04"": 259.89, ""2023-05"": 283.75, ""2023-06"": 240.37, ""2023-07"": 238.17, ""2023-08"": 223.82, ""2023-09"": 204.29, ""2023-10"": 154.18, ""2023-11"": 134.67, ""2023-12"": 133.51, ""2024-01"": 119.42, ""2024-02"": 100.67, ""2024-03"": 103.54, ""2024-04"": 94.29, ""2024-05"": 88.94, ""2024-06"": 85.78, ""2024-07"": 70.42, ""2024-08"": 49.48, ""2024-09"": 33.64, ""2024-10"": 33.2, ""2024-11"": 30, ""2024-12"": 24.6, ""2025-01"": 19.88, ""2025-02"": 18.02, ""2025-03"": 17.17, ""2025-04"": 15.34, ""2025-05"": 11.52, ""2022Q3"": 199.49, ""2022Q4"": 1286.28, ""2023Q1"": 981.3, ""2023Q2"": 784.02, ""2023Q3"": 666.28, ""2023Q4"": 422.36, ""2024Q1"": 323.62, ""2024Q2"": 269.01, ""2024Q3"": 153.54, ""2024Q4"": 87.8, ""2025Q1"": 55.07, ""2025Q2"": 26.86}",2025-05-03T06:17:03Z,Tool,13,Assess,153566,New,"ai, ai-art, deep-learning, diffusion, gradio, image-generation, image2image, img2img, pytorch, stable-diffusion, text2image, torch, txt2img, unstable, upscaling, web",https://github.com/AUTOMATIC1111/stable-diffusion-webui
0,0,2023-02-02T11:03:23Z,"<a href=""https://github.com/arc53/DocsGPT"">arc53/DocsGPT</a>: DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in.",1670,[],FALSE,FALSE,,,MIT License,arc53/DocsGPT,866,0,0,26.54,"{""2023"": 172.52, ""2024"": 193.04, ""2025"": 73.17, ""2023-02"": 10.42, ""2023-03"": 13.62, ""2023-04"": 10.16, ""2023-05"": 10.25, ""2023-06"": 10.53, ""2023-07"": 8.03, ""2023-08"": 6.42, ""2023-09"": 9.79, ""2023-10"": 41.88, ""2023-11"": 31.21, ""2023-12"": 20.2, ""2024-01"": 15.99, ""2024-02"": 13.51, ""2024-03"": 13.79, ""2024-04"": 13.12, ""2024-05"": 15.75, ""2024-06"": 15.41, ""2024-07"": 15.21, ""2024-08"": 11.62, ""2024-09"": 13.52, ""2024-10"": 26.55, ""2024-11"": 21.5, ""2024-12"": 17.08, ""2025-01"": 16.06, ""2025-02"": 15.77, ""2025-03"": 14.79, ""2025-04"": 13.07, ""2025-05"": 13.47, ""2023Q1"": 24.04, ""2023Q2"": 30.94, ""2023Q3"": 24.25, ""2023Q4"": 93.29, ""2024Q1"": 43.29, ""2024Q2"": 44.28, ""2024Q3"": 40.35, ""2024Q4"": 65.12, ""2025Q1"": 46.63, ""2025Q2"": 26.54}",2025-06-16T21:16:38Z,Tool,14,Hold,15710,New,"ai, chatgpt, docsgpt, hacktoberfest, information-retrieval, language-model, llm, machine-learning, natural-language-processing, python, pytorch, rag, react, semantic-search, transformers, web-app",https://github.com/arc53/DocsGPT
0,0,2024-05-29T21:54:22Z,"<a href=""https://github.com/neuralmagic/guidellm"">neuralmagic/guidellm</a>: Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs",46,[],FALSE,FALSE,,,Apache License 2.0,neuralmagic/guidellm,383,0,0,19.94,"{""2024"": 31.49, ""2025"": 30.21, ""2024-06"": 1.48, ""2024-07"": 4.61, ""2024-08"": 6.52, ""2024-09"": 9.96, ""2024-10"": 4.95, ""2024-11"": 3.96, ""2025-02"": 4.96, ""2025-03"": 5.31, ""2025-04"": 9.32, ""2025-05"": 10.62, ""2024Q2"": 1.48, ""2024Q3"": 21.09, ""2024Q4"": 8.92, ""2025Q1"": 10.27, ""2025Q2"": 19.94}",2025-06-16T20:33:15Z,Tool,15,Hold,343,New,No Topics,https://github.com/neuralmagic/guidellm
0,0,2018-08-22T07:06:06Z,"<a href=""https://github.com/open-mmlab/mmdetection"">open-mmlab/mmdetection</a>: OpenMMLab Detection Toolbox and Benchmark",9682,[],FALSE,FALSE,,,Apache License 2.0,open-mmlab/mmdetection,2491,0,0,11,"{""2018"": 58.45, ""2019"": 813.26, ""2020"": 1230.94, ""2021"": 1237.7, ""2022"": 1212.52, ""2023"": 819.51, ""2024"": 346.85, ""2025"": 44.44, ""2018-09"": 0.94, ""2018-10"": 15.2, ""2018-11"": 17.77, ""2018-12"": 24.54, ""2019-01"": 34.31, ""2019-02"": 33.16, ""2019-03"": 42.77, ""2019-04"": 45.88, ""2019-05"": 64.91, ""2019-06"": 71.29, ""2019-07"": 78.68, ""2019-08"": 97.4, ""2019-09"": 99.17, ""2019-10"": 86.55, ""2019-11"": 77.34, ""2019-12"": 81.8, ""2020-01"": 72.11, ""2020-02"": 66.53, ""2020-03"": 84.1, ""2020-04"": 87.78, ""2020-05"": 114.69, ""2020-06"": 133.26, ""2020-07"": 128.79, ""2020-08"": 120.13, ""2020-09"": 110.06, ""2020-10"": 104.09, ""2020-11"": 105.77, ""2020-12"": 103.62, ""2021-01"": 105.14, ""2021-02"": 90.8, ""2021-03"": 84.92, ""2021-04"": 94.19, ""2021-05"": 89.47, ""2021-06"": 100.38, ""2021-07"": 105.3, ""2021-08"": 126.17, ""2021-09"": 126.39, ""2021-10"": 116, ""2021-11"": 101.96, ""2021-12"": 112.96, ""2022-01"": 105.5, ""2022-02"": 95.85, ""2022-03"": 120.73, ""2022-04"": 124.49, ""2022-05"": 115.69, ""2022-06"": 111.37, ""2022-07"": 96.65, ""2022-08"": 100.04, ""2022-09"": 95.17, ""2022-10"": 89.65, ""2022-11"": 82.1, ""2022-12"": 75.29, ""2023-01"": 75.46, ""2023-02"": 60.63, ""2023-03"": 75.22, ""2023-04"": 74.97, ""2023-05"": 74.86, ""2023-06"": 73.61, ""2023-07"": 70.69, ""2023-08"": 72.55, ""2023-09"": 68.92, ""2023-10"": 65.59, ""2023-11"": 58.94, ""2023-12"": 48.06, ""2024-01"": 50.15, ""2024-02"": 36.96, ""2024-03"": 36.83, ""2024-04"": 32, ""2024-05"": 32.85, ""2024-06"": 25.89, ""2024-07"": 24.75, ""2024-08"": 21.66, ""2024-09"": 23.88, ""2024-10"": 23.48, ""2024-11"": 16.84, ""2024-12"": 21.56, ""2025-01"": 13.87, ""2025-02"": 11.15, ""2025-03"": 8.41, ""2025-04"": 5.56, ""2025-05"": 5.44, ""2021-10-raw"": 100, ""2018Q3"": 0.94, ""2018Q4"": 57.51, ""2019Q1"": 110.24, ""2019Q2"": 182.08, ""2019Q3"": 275.26, ""2019Q4"": 245.68, ""2020Q1"": 222.74, ""2020Q2"": 335.73, ""2020Q3"": 358.99, ""2020Q4"": 313.49, ""2021Q1"": 280.87, ""2021Q2"": 284.05, ""2021Q3"": 357.86, ""2021Q4"": 314.92, ""2022Q1"": 322.08, ""2022Q2"": 351.55, ""2022Q3"": 291.86, ""2022Q4"": 247.04, ""2023Q1"": 211.3, ""2023Q2"": 223.44, ""2023Q3"": 212.16, ""2023Q4"": 172.6, ""2024Q1"": 123.94, ""2024Q2"": 90.73, ""2024Q3"": 70.3, ""2024Q4"": 61.88, ""2025Q1"": 33.43, ""2025Q2"": 11}",2024-08-21T02:01:07Z,Tool,16,Hold,31185,New,"cascade-rcnn, convnext, detr, fast-rcnn, faster-rcnn, glip, grounding-dino, instance-segmentation, mask-rcnn, object-detection, panoptic-segmentation, pytorch, retinanet, rtmdet, semisupervised-learning, ssd, swin-transformer, transformer, vision-transformer, yolo",https://github.com/open-mmlab/mmdetection
0,0,2022-12-05T13:54:13Z,"<a href=""https://github.com/f/awesome-chatgpt-prompts"">f/awesome-chatgpt-prompts</a>: This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.",17098,[],FALSE,FALSE,,,Creative Commons Zero v1.0 Universal,f/awesome-chatgpt-prompts,925,0,0,10.25,"{""2022"": 43.24, ""2023"": 202.34, ""2024"": 34.78, ""2025"": 24.47, ""2022-12"": 43.24, ""2023-01"": 42.31, ""2023-02"": 41.33, ""2023-03"": 35.93, ""2023-04"": 28.76, ""2023-05"": 18.95, ""2023-06"": 11.11, ""2023-07"": 5.92, ""2023-08"": 3.76, ""2023-09"": 3.53, ""2023-10"": 2.17, ""2023-11"": 2.56, ""2023-12"": 6.02, ""2024-01"": 7.21, ""2024-02"": 5.35, ""2024-03"": 2.36, ""2024-04"": 2.68, ""2024-05"": 1.09, ""2024-06"": 2.61, ""2024-07"": 2.13, ""2024-08"": 1.54, ""2024-09"": 2.99, ""2024-10"": 3.21, ""2024-11"": 1.69, ""2024-12"": 1.92, ""2025-01"": 5.34, ""2025-02"": 5.51, ""2025-03"": 3.37, ""2025-04"": 4.41, ""2025-05"": 5.84, ""2022Q4"": 43.24, ""2023Q1"": 119.56, ""2023Q2"": 58.82, ""2023Q3"": 13.21, ""2023Q4"": 10.75, ""2024Q1"": 14.92, ""2024Q2"": 6.38, ""2024Q3"": 6.66, ""2024Q4"": 6.82, ""2025Q1"": 14.22, ""2025Q2"": 10.24}",2025-06-16T21:36:21Z,Tool,17,Hold,129083,New,"bots, chatbot, chatgpt, chatgpt-api, language",https://github.com/f/awesome-chatgpt-prompts
0,0,2022-09-27T06:18:38Z,"<a href=""https://github.com/FlagOpen/FlagPerf"">FlagOpen/FlagPerf</a>: FlagPerf is an open-source software platform for  benchmarking AI chips. ",113,[],FALSE,FALSE,,,Apache License 2.0,FlagOpen/FlagPerf,994,0,0,7.07,"{""2022"": 0.44, ""2023"": 150.68, ""2024"": 201.97, ""2025"": 12.94, ""2022-12"": 0.44, ""2023-01"": 0.72, ""2023-02"": 0.93, ""2023-03"": 4.09, ""2023-04"": 8.02, ""2023-05"": 9.36, ""2023-06"": 13, ""2023-07"": 13.94, ""2023-08"": 17.9, ""2023-09"": 19.87, ""2023-10"": 20.73, ""2023-11"": 19.91, ""2023-12"": 22.2, ""2024-01"": 22.27, ""2024-02"": 24.11, ""2024-03"": 22.29, ""2024-04"": 16.96, ""2024-05"": 15.41, ""2024-06"": 17.99, ""2024-07"": 20.12, ""2024-08"": 19.77, ""2024-09"": 21.89, ""2024-10"": 10.42, ""2024-11"": 5.94, ""2024-12"": 4.8, ""2025-01"": 2.43, ""2025-02"": 3.43, ""2025-04"": 1.77, ""2025-05"": 5.3, ""2022Q4"": 0.44, ""2023Q1"": 5.74, ""2023Q2"": 30.39, ""2023Q3"": 51.71, ""2023Q4"": 62.84, ""2024Q1"": 68.68, ""2024Q2"": 50.36, ""2024Q3"": 61.78, ""2024Q4"": 21.16, ""2025Q1"": 5.86, ""2025Q2"": 7.07}",2025-06-12T01:51:34Z,Tool,18,Hold,338,New,No Topics,https://github.com/FlagOpen/FlagPerf
0,0,2017-08-29T16:26:12Z,"<a href=""https://github.com/facebookresearch/fairseq"">facebookresearch/fairseq</a>: Facebook AI Research Sequence-to-Sequence Toolkit written in Python.",6540,[],FALSE,FALSE,,,MIT License,facebookresearch/fairseq,2848,0,0,4.47,"{""2017"": 39.79, ""2018"": 187.82, ""2019"": 512.72, ""2020"": 759.22, ""2021"": 536.71, ""2022"": 373.87, ""2023"": 208.17, ""2024"": 77.39, ""2025"": 11.32, ""2017-09"": 2.77, ""2017-10"": 10.93, ""2017-11"": 13.47, ""2017-12"": 12.61, ""2018-01"": 10.22, ""2018-02"": 10.75, ""2018-03"": 12.11, ""2018-04"": 10.97, ""2018-05"": 11.99, ""2018-06"": 16.31, ""2018-07"": 17.73, ""2018-08"": 16.79, ""2018-09"": 19.96, ""2018-10"": 18.33, ""2018-11"": 21.39, ""2018-12"": 21.26, ""2019-01"": 25.45, ""2019-02"": 26.86, ""2019-03"": 29.19, ""2019-04"": 31.65, ""2019-05"": 35.57, ""2019-06"": 36.65, ""2019-07"": 43.6, ""2019-08"": 55.43, ""2019-09"": 55.37, ""2019-10"": 51.66, ""2019-11"": 56.69, ""2019-12"": 64.6, ""2020-01"": 57.92, ""2020-02"": 53.23, ""2020-03"": 69.51, ""2020-04"": 68.06, ""2020-05"": 63.81, ""2020-06"": 55.26, ""2020-07"": 53.93, ""2020-08"": 59.54, ""2020-09"": 63.16, ""2020-10"": 68.29, ""2020-11"": 73.21, ""2020-12"": 73.3, ""2021-01"": 61.79, ""2021-02"": 58.73, ""2021-03"": 62.98, ""2021-04"": 59.83, ""2021-05"": 41.83, ""2021-06"": 45.31, ""2021-07"": 47.65, ""2021-08"": 45.85, ""2021-09"": 42.16, ""2021-10"": 33, ""2021-11"": 24.73, ""2021-12"": 21.07, ""2022-01"": 23.63, ""2022-02"": 33.51, ""2022-03"": 33.92, ""2022-04"": 33.54, ""2022-05"": 27.4, ""2022-06"": 32.03, ""2022-07"": 37.54, ""2022-08"": 33.48, ""2022-09"": 34.82, ""2022-10"": 34.83, ""2022-11"": 26.55, ""2022-12"": 22.64, ""2023-01"": 19.14, ""2023-02"": 21.46, ""2023-03"": 17.4, ""2023-04"": 17.55, ""2023-05"": 28.37, ""2023-06"": 24.01, ""2023-07"": 18.42, ""2023-08"": 14.09, ""2023-09"": 15.21, ""2023-10"": 11.65, ""2023-11"": 10.52, ""2023-12"": 10.35, ""2024-01"": 13.15, ""2024-02"": 8.88, ""2024-03"": 7.85, ""2024-04"": 8.84, ""2024-05"": 5.66, ""2024-06"": 5.08, ""2024-07"": 6.21, ""2024-08"": 4.02, ""2024-09"": 4.32, ""2024-10"": 5.25, ""2024-11"": 3.97, ""2024-12"": 4.17, ""2025-01"": 3.07, ""2025-02"": 1.61, ""2025-03"": 2.17, ""2025-04"": 2.17, ""2025-05"": 2.3, ""2021-10-raw"": 24.81, ""2017Q3"": 2.77, ""2017Q4"": 37.02, ""2018Q1"": 33.08, ""2018Q2"": 39.27, ""2018Q3"": 54.48, ""2018Q4"": 60.99, ""2019Q1"": 81.5, ""2019Q2"": 103.87, ""2019Q3"": 154.4, ""2019Q4"": 172.95, ""2020Q1"": 180.66, ""2020Q2"": 187.13, ""2020Q3"": 176.62, ""2020Q4"": 214.8, ""2021Q1"": 183.5, ""2021Q2"": 146.96, ""2021Q3"": 135.65, ""2021Q4"": 70.61, ""2022Q1"": 91.06, ""2022Q2"": 92.96, ""2022Q3"": 105.83, ""2022Q4"": 84.02, ""2023Q1"": 58.01, ""2023Q2"": 69.93, ""2023Q3"": 47.72, ""2023Q4"": 32.51, ""2024Q1"": 29.88, ""2024Q2"": 19.58, ""2024Q3"": 14.55, ""2024Q4"": 13.39, ""2025Q1"": 6.84, ""2025Q2"": 4.47}",2025-06-10T21:41:39Z,Tool,19,Hold,31539,New,"artificial-intelligence, python, pytorch",https://github.com/facebookresearch/fairseq
0,0,2023-04-13T02:18:11Z,"<a href=""https://github.com/AutoGPTQ/AutoGPTQ"">AutoGPTQ/AutoGPTQ</a>: An easy-to-use LLMs quantization package with user-friendly apis, based on GPTQ algorithm.",521,[],FALSE,FALSE,,,MIT License,AutoGPTQ/AutoGPTQ,796,0,0,2.5,"{""2023"": 208.8, ""2024"": 114.19, ""2025"": 9.44, ""2023-04"": 6.63, ""2023-05"": 24.02, ""2023-06"": 34.91, ""2023-07"": 25.61, ""2023-08"": 29.76, ""2023-09"": 25.78, ""2023-10"": 20.36, ""2023-11"": 22.87, ""2023-12"": 18.84, ""2024-01"": 14.98, ""2024-02"": 14.38, ""2024-03"": 18.55, ""2024-04"": 18.66, ""2024-05"": 11.09, ""2024-06"": 6.61, ""2024-07"": 6.45, ""2024-08"": 7.03, ""2024-09"": 5.21, ""2024-10"": 4.71, ""2024-11"": 3.46, ""2024-12"": 3.06, ""2025-01"": 3.52, ""2025-02"": 1.75, ""2025-03"": 1.67, ""2025-04"": 2.5, ""2023Q2"": 65.57, ""2023Q3"": 81.15, ""2023Q4"": 62.08, ""2024Q1"": 47.91, ""2024Q2"": 36.36, ""2024Q3"": 18.69, ""2024Q4"": 11.23, ""2025Q1"": 6.94, ""2025Q2"": 2.5}",2025-04-11T13:27:20Z,Tool,20,Hold,4870,New,"deep-learning, inference, large-language-models, llms, nlp, pytorch, quantization, transformer, transformers",https://github.com/AutoGPTQ/AutoGPTQ
0,0,2023-04-12T03:55:01Z,"<a href=""https://github.com/bytedance/ByteMLPerf"">bytedance/ByteMLPerf</a>: AI Accelerator Benchmark focuses on evaluating AI Accelerators from a practical production perspective, including the ease of use and versatility of software and hardware.",69,[],FALSE,FALSE,,,Apache License 2.0,bytedance/ByteMLPerf,797,0,0,1.83,"{""2023"": 26.88, ""2024"": 46.44, ""2025"": 7.68, ""2023-04"": 1.12, ""2023-05"": 2.55, ""2023-06"": 1.62, ""2023-07"": 4.37, ""2023-08"": 5.31, ""2023-09"": 3.16, ""2023-10"": 4.58, ""2023-11"": 2.46, ""2023-12"": 1.73, ""2024-01"": 3.15, ""2024-02"": 3.05, ""2024-03"": 4.26, ""2024-04"": 3.74, ""2024-05"": 3.98, ""2024-06"": 3.51, ""2024-07"": 3.86, ""2024-08"": 5.28, ""2024-09"": 3.89, ""2024-10"": 4.27, ""2024-11"": 4.18, ""2024-12"": 3.26, ""2025-01"": 1.4, ""2025-02"": 2.17, ""2025-03"": 2.28, ""2025-04"": 1.83, ""2023Q2"": 5.28, ""2023Q3"": 12.84, ""2023Q4"": 8.76, ""2024Q1"": 10.46, ""2024Q2"": 11.23, ""2024Q3"": 13.03, ""2024Q4"": 11.71, ""2025Q1"": 5.85, ""2025Q2"": 1.83}",2025-06-11T09:44:59Z,Tool,21,Hold,245,New,python,https://github.com/bytedance/ByteMLPerf
0,0,2023-01-23T20:51:04Z,"<a href=""https://github.com/openai/evals"">openai/evals</a>: Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks.",2739,[],FALSE,FALSE,,,Other,openai/evals,875,0,0,1.37,"{""2023"": 662, ""2024"": 62.43, ""2025"": 3.25, ""2023-03"": 117.25, ""2023-04"": 122, ""2023-05"": 107.66, ""2023-06"": 116.98, ""2023-07"": 80.32, ""2023-08"": 37.21, ""2023-09"": 27.42, ""2023-10"": 22, ""2023-11"": 16.99, ""2023-12"": 14.16, ""2024-01"": 13.4, ""2024-02"": 6.65, ""2024-03"": 9.88, ""2024-04"": 9.04, ""2024-05"": 8.57, ""2024-06"": 3.66, ""2024-07"": 2.19, ""2024-08"": 3.11, ""2024-09"": 1.95, ""2024-10"": 1.96, ""2024-11"": 1.07, ""2024-12"": 0.94, ""2025-01"": 0.75, ""2025-02"": 0.7, ""2025-03"": 0.43, ""2025-04"": 0.68, ""2025-05"": 0.69, ""2023Q1"": 117.25, ""2023Q2"": 346.65, ""2023Q3"": 144.95, ""2023Q4"": 53.15, ""2024Q1"": 29.93, ""2024Q2"": 21.28, ""2024Q3"": 7.24, ""2024Q4"": 3.98, ""2025Q1"": 1.88, ""2025Q2"": 1.36}",2024-12-18T22:09:47Z,Tool,22,Hold,16383,New,No Topics,https://github.com/openai/evals
