name,ring,quadrant,isNew,status,description,owner,contributors,commits,stars,forks,open_rank,license
Unblocked,Trial,Platforms,FALSE,moved in,"<p><strong><a href=""https://getunblocked.com"">Unblocked</a></strong> is an off-the-shelf <a href=""/radar/techniques/summary/ai-team-assistants"">AI team assistant</a>. Once integrated with codebase repositories, corporate documentation platforms, project management tools and communication tools, Unblocked helps answer questions about complex business and technical concepts, architectural design and implementation as well as operational processes. This is particularly useful for navigating large or legacy systems. While using Unblocked, we've observed that teams value quick access to contextual information over code and user-story generation. For scenarios requiring more extensive code generation or task automation, dedicated <a href=""/radar/tools/software-engineering-agents"">software engineering agents</a> or coding assistants are more suitable.</p>",,,,,,,
Weights & Biases,Trial,Platforms,FALSE,no change,"<p><strong><a href=""https://wandb.ai/"">Weights & Biases</a></strong> has continued to evolve, adding more LLM-focused features since it was last featured in the Radar. They are expanding <a href=""https://wandb.ai/site/traces"">Traces</a> and introducing <a href=""https://wandb.ai/site/weave/"">Weave</a>, a full-fledged platform that goes beyond tracking LLM-based agentic systems. Weave enables you to create system evaluations, define custom metrics, use LLMs as judges for tasks like summarization and save data sets that capture different behaviors for analysis. This helps optimize LLM components and track performance at both local and global levels. The platform also facilitates iterative development and effective debugging of agentic systems, where errors can be difficult to detect. Additionally, it enables the collection of valuable human feedback, which can later be used for fine-tuning models.</p>",,,,,,,
Arize Phoenix,Assess,Platforms,TRUE,new,"<p>With the popularity of LLM and <a href=""/radar/techniques/llm-powered-autonomous-agents"">agentic applications</a>, LLM observability is becoming more and more important. Previously, weâ€™ve recommended platforms such as <a href=""/radar/platforms/langfuse"">Langfuse</a> and <a href=""/radar/platforms/weights-biases"">Weights & Biases (W&B)</a>. <strong><a href=""https://github.com/Arize-ai/phoenix"">Arize Phoenix</a></strong> is â€‹â€‹another emerging platform in this space, and our team has had a positive experience using it. It offers standard features like LLM tracing, evaluation and prompt management, with seamless <a href=""https://docs.arize.com/phoenix/tracing/integrations-tracing"">integration</a> into leading LLM providers and frameworks. This makes it easy to gather insights on LLM output, latency and token usage with minimal configuration. So far, our experience is limited to the open-source tool but the broader <a href=""https://arize.com/"">Arize</a> platform offers more comprehensive capabilities. We look forward to exploring it in the future.</p>",,,,,,,
Chainloop,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/chainloop-dev/chainloop"">Chainloop</a></strong> is an open-source supply chain security platform that helps security teams enforce compliance while allowing development teams to seamlessly integrate security compliance into CI/CD pipelines. It consists of a control plane, which acts as the single source of truth for security policies, and a CLI, which runs attestations within <a href=""https://github.com/chainloop-dev/chainloop/blob/main/docs/examples/ci-workflows/github.yaml"">CI/CD workflows</a> to ensure compliance. Security teams define <a href=""https://docs.chainloop.dev/getting-started/workflow-definition#workflow-contracts"">workflow contracts</a> specifying which artifacts â€?such as <a href=""/radar/techniques/software-bill-of-materials"">SBOMs</a> and vulnerability reports â€?must be collected, where to store them and how to evaluate compliance. Chainloop uses <a href=""https://www.openpolicyagent.org/docs/latest/policy-language/"">Rego</a>, <a href=""/radar/tools/open-policy-agent-opa"">OPA's</a> policy language, to validate attestations â€?for example, ensuring a <a href=""/radar/platforms/cyclonedx"">CycloneDX</a> SBOM meets version requirements. During workflow execution, security artifacts like <a href=""https://docs.chainloop.dev/guides/sbom-management/"">SBOMs</a> are attached to an attestation and pushed to the control plane for enforcement and auditing. This approach ensures compliance can be enforced consistently and at scale while minimizing friction in development workflows. This results in an <a href=""/radar/techniques/slsa"">SLSA</a> level-threeâ€“compliant single source of truth for metadata, artefacts and attestations.</p>",,,,,,,
Deepseek R1,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/deepseek-ai/DeepSeek-R1"">DeepSeek-R1</a></strong> is DeepSeek's first-generation of <a href=""/radar/platforms/reasoning-models"">reasoning models</a>. Through a progression of non-reasoning models, the engineers at DeepSeek designed and used methods to maximize hardware utilization. These include Multi-Head Latent Attention (MLA), Mixture of Experts (MoE) gating, 8-bit floating points training (FP8) and low-level PTX programming. Their <a href=""https://martinfowler.com/articles/deepseek-papers.html#Deepseek-v3HpcCo-design"">high-performance computing co-design</a> approach enables DeepSeek-R1 to rival state-of-the-art models at significantly reduced cost for training and inference.</p>

<p>DeepSeek-R1-Zero is notable for another innovation: the engineers were able to elicit reasoning capabilities from a non-reasoning model using simple reinforcement learning without any supervised fine-tuning. All DeepSeek models are open-weight, which means they are freely available, though training code and data remain proprietary. The repository includes six dense models distilled from DeepSeek-R1, based on Llama and Qwen, with DeepSeek-R1-Distill-Qwen-32B outperforming OpenAI-o1-mini on various benchmarks.</p>",,,,,,,
Deno,Assess,Platforms,FALSE,no change,"<p>Created by Ryan Dahl, the inventor of Node.js, <strong><a href=""https://deno.com/"">Deno</a></strong> was designed to address what he saw as mistakes in Node.js. It features a stricter sandboxing system, built-in dependency management and native TypeScript support â€?a key draw for its user base. Many of us prefer Deno for TypeScript projects, as it feels like a true TypeScript run time and toolchain, rather than an add-on to Node.js.</p>

<p>Since its inclusion in <a href=""/radar/platforms/deno"">the Radar in 2019</a>, Deno has made significant advancements. The <a href=""https://deno.com/blog/v2.0"">Deno 2 release</a> introduces backward compatibility with <a href=""/radar/platforms/node-js"">Node.js</a> and npm libraries, long-term support (LTS) releases and other improvements. Previously, one of the biggest barriers to adoption was the need to rewrite Node.js applications. These updates reduce migration friction while expanding dependency options for supporting tools and systems. Given the massive Node.js and npm ecosystem, these changes should drive further adoption.</p>

<p>Additionally, Denoâ€™s <a href=""https://deno.com/blog/v2.0#the-standard-library-is-now-stable"">Standard Library</a> has stabilized, helping combat the proliferation of <a href=""https://www.davidhaney.io/npm-left-pad-have-we-forgotten-how-to-program/"">low-value npm packages across the ecosystem</a>. Its tooling and Standard Library make TypeScript or JavaScript more appealing for server-side development. However, we caution against choosing a platform solely to avoid <a href=""/radar/techniques/polyglot-programming"">polyglot programming</a>.</p>",,,,,,,
Graphiti,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/getzep/graphiti"">Graphiti</a></strong> builds dynamic, temporally-aware knowledge graphs that capture evolving facts and relationships. Our teams use <a href=""/radar/techniques/graphrag"">GraphRAG</a> to uncover data relationships, which enhances retrieval and response accuracy. As data sets constantly evolve, Graphiti maintains temporal metadata on graph edges to record relationship lifecycles. It ingests both structured and unstructured data as discrete <a href=""https://help.getzep.com/graphiti/graphiti/adding-episodes"">episodes</a> and supports queries using a fusion of time-based, full-text, semantic and graph algorithms. For LLM-based applications â€?whether <a href=""/radar/techniques/retrieval-augmented-generation-rag"">RAG</a> or <a href=""/radar/techniques/llm-powered-autonomous-agents"">agentic</a> â€?Graphiti enables long-term recall and state-based reasoning.</p>",,,,,,,
Helicone,Assess,Platforms,TRUE,new,"<p>Similar to <a href=""/radar/platforms/langfuse"">Langfuse</a>, <a href=""/radar/platforms/weights-biases"">Weights & Biases</a> and <a href=""/radar/platforms/arize-phoenix"">Arize Phoenix</a>, <strong><a href=""https://www.helicone.ai/"">Helicone</a></strong> is a managed LLMOps platform designed to meet the growing enterprise demand for LLM cost management, ROI evaluation and risk mitigation. Open-source and developer-focused, Helicone supports production-ready AI applications, offering prompt experimentation, monitoring, debugging and optimization across the entire LLM lifecycle. It enables real-time analysis of costs, utilization, performance and agentic stack traces across various LLM providers. While it simplifies LLM operations management, the platform is still emerging and may require some expertise to fully leverage its advanced features. Our team has been using it with good experience so far.</p>",,,,,,,
Humanloop,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://humanloop.com/"">Humanloop</a></strong> is an emerging platform focused on making AI systems more reliable, adaptable and aligned with user needs by integrating human feedback at key decision points. It offers tools for human labeling, active learning and human-in-the-loop fine-tuning as well as LLM evaluation against business requirements. Additionally, it helps manage the cost-effective lifecycle of GenAI solutions with greater control and efficiency. Humanloop supports collaboration through a shared workspace, version-controlled prompt management and CI/CD integration to prevent regressions. It also provides observability features such as tracing, logging, alerting and guardrails to monitor and optimize AI performance. These capabilities make it particularly relevant for organizations deploying AI in regulated or high-risk domains where human oversight is critical. With its focus on responsible AI practices, Humanloop is worth evaluating for teams looking to build scalable and ethical AI systems.</p>",,,,,,,
Model Context Protocol (MCP),Assess,Platforms,TRUE,new,"<p>One of the biggest challenges in prompting is ensuring the AI tool has access to all the context relevant to the task. Often, this context already exists within the systems we use all day: wikis, issue trackers, databases or observability systems. Seamless integration between AI tools and these information sources can significantly improve the quality of AI-generated outputs.</p>

<p>The <strong><a href=""https://github.com/modelcontextprotocol"">Model Context Protocol</a></strong> (MCP), an open standard released by Anthropic, provides a standardized framework for integrating LLM applications with external data sources and tools. It defines MCP servers and clients, where servers access the data sources and clients integrate and use this data to enhance prompts. Many coding assistants have already implemented MCP integration, allowing them to act as MCP clients. MCP servers can be run in two ways: Locally, as a Python or Node process running on the userâ€™s machine, or remotely, as a server that the MCP client connects to via SSE (though we haven't seen any usage of the remote server variant yet). Currently, MCP is primarily used in the first way, with developers cloning open-source <a href=""https://mcpservers.org/"">MCP</a> <a href=""https://mcp.so/"">server</a> <a href=""https://smithery.ai/"">implementations</a>. While locally run servers offer a neat way to avoid third-party dependencies, they remain less accessible to nontechnical users and introduce challenges such as governance and update management. That said, it's easy to imagine how this standard could evolve into a more mature and user-friendly ecosystem in the future.</p>",,,,,,,
Open WebUI,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/open-webui/open-webui"">Open WebUI</a></strong> is an open-source, self-hosted AI platform with a versatile feature set. It supports OpenAI-compatible APIs and integrates with providers like <a href=""/radar/tools/openrouter"">OpenRouter</a> and <a href=""https://groq.com/groqcloud/"">GroqCloud</a>, among others. It can run entirely offline by connecting to local or <a href=""/radar/techniques/self-hosted-llms"">self-hosted</a> models via <a href=""/radar/tools/ollama"">Ollama</a>. Open WebUI includes a built-in capability for <a href=""/radar/techniques/retrieval-augmented-generation-rag"">RAG</a>, allowing users to interact with local and web-based documents in a chat-driven experience. It offers granular RBAC controls, enabling different models and platform capabilities for different user groups. The platform is extensible through <a href=""https://docs.openwebui.com/features/plugin/functions/"">Functions</a> â€?Python-based building blocks that customize and enhance its capabilities. Another key feature is <a href=""https://docs.openwebui.com/features/evaluation/"">model evaluation</a>, which includes a model arena for side-by-side comparisons of LLMs on specific tasks. Open WebUI can be deployed at various scales â€?as a personal AI assistant, a <a href=""/radar/techniques/ai-team-assistants"">team collaboration assistant</a> or an enterprise-grade AI platform.</p>",,,,,,,
pg_mooncake,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/Mooncake-Labs/pg_mooncake"">pg_mooncake</a></strong> is a PostgreSQL extension that adds columnar storage and vectorized execution. Columnstore tables are stored as Iceberg or Delta Lake tables in the local file system or S3-compatible cloud storage. pg_mooncake supports loading data from file formats like Parquet, CSV and even Hugging Face datasets. It can be a good fit for heavy data analytics that typically requires columnar storage, as it removes the need to add dedicated columnar store technologies into your stack.</p>",,,,,,,
Reasoning models,Assess,Platforms,TRUE,new,"<p>One of the most significant AI advances since the last Radar is the breakthrough and proliferation of <strong>reasoning models</strong>. Also marketed as ""thinking models,"" these models have achieved top human-level performance in <a href=""https://github.com/deepseek-ai/DeepSeek-R1/blob/main/DeepSeek_R1.pdf"">benchmarks</a> like frontier mathematics and coding.</p>

<p>Reasoning models are usually trained through reinforcement learning or supervised fine-tuning, enhancing capabilities such as step-by-step thinking (<a href=""https://arxiv.org/abs/2201.11903"">CoT</a>), exploring alternatives (<a href=""https://arxiv.org/abs/2305.10601"">ToT</a>) and <a href=""https://arxiv.org/abs/2402.13035"">self-correction</a>. Examples include OpenAIâ€™s <a href=""https://openai.com/o1/"">o1</a>/<a href=""https://openai.com/index/openai-o3-mini/"">o3</a>, <a href=""/radar/platforms/deepseek-r1"">DeepSeek R1</a> and <a href=""https://deepmind.google/technologies/gemini/flash-thinking/"">Gemini 2.0 Flash Thinking</a>. However, these models should be seen as a distinct category of LLMs rather than simply more advanced versions.</p>

<p>This increased capability comes at a cost. Reasoning models require longer response time and higher token consumption, leading us to jokingly call them ""Slower AI"" (as if current AI wasnâ€™t slow enough). Not all tasks justify this trade-off. For simpler tasks like text summarization, content generation or fast-response chatbots, general-purpose LLMs remain the better choice. We advise using reasoning models in STEM fields, complex problem-solving and decision-making â€?for example, when using <a href=""/radar/techniques/llm-as-a-judge"">LLMs as judges</a> or improving explainability through explicit CoT outputs. At the time of writing, Claude 3.7 Sonnet, a hybrid reasoning model, had just been <a href=""https://www.anthropic.com/news/claude-3-7-sonnet"">released</a>, hinting at a possible fusion between traditional LLMs and reasoning models.</p>",,,,,,,
Restate,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://restate.dev/"">Restate</a></strong> is a durable execution platform, similar to <a href=""/radar/platforms/temporal"">Temporal</a>, developed by the original creators of Apache Flink. Feature-wise it offers workflows as code, stateful event processing, the saga pattern and durable state machines. Written in Rust and deployed as a single binary, it uses a distributed log to record events, implemented using a virtual consensus algorithm based on <strong><a href=""https://arxiv.org/pdf/1608.06696v1"">Flexible Paxos</a></strong>; this ensures durability in the event of node failure. SDKs are available for the usual suspects: Java, Go, Rust and TypeScript. We still maintain that it's best to avoid distributed transactions in distributed systems, because of both the additional complexity and the inevitable additional operational overhead involved. However, this platform is worth assessing if you canâ€™t avoid distributed transactions in your environment.</p>",,,,,,,
Supabase,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://supabase.com/"">Supabase</a></strong> is an open-source <a href=""/radar/platforms/firebase"">Firebase</a> alternative for building scalable and secure backends. It offers a suite of integrated services, including a PostgreSQL database, authentication, instant APIs, Edge Functions, real-time subscriptions, storage and vector embeddings. Supabase aims to streamline back-end development, allowing developers to focus on building front-end experiences while leveraging the power and flexibility of open-source technologies. Unlike Firebase, Supabase is built on top of PostgreSQL. If you're working on prototyping or an MVP, Supabase is worth considering, as it will be easier to migrate to another SQL solution after the prototyping stage.</p>",,,,,,,
Synthesized,Assess,Platforms,TRUE,new,"<p>A common challenge in software development is generating test data for development and test environments. Ideally, test data should be as production-like as possible, while ensuring no personally identifiable or sensitive information is exposed. Though this may seem straightforward, test data generation is far from simple. That's why weâ€™re interested in <strong><a href=""https://www.synthesized.io/"">Synthesized</a></strong> â€?a platform that can mask and subset existing production data or generate statistically relevant synthetic data. It integrates directly into build pipelines and offers privacy masking, providing per-attribute anonymization through irreversible data obfuscation techniques such as hashing, randomization and binning. Synthesized can also generate large volumes of synthetic data for performance testing. While it includes the obligatory GenAI features, its core functionality addresses a real and persistent challenge for development teams, making it worth exploring.</p>",,,,,,,
Tonic.ai,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://www.tonic.ai/"">Tonic.ai</a></strong> is part of a growing trend in platforms designed to generate realistic, de-identified synthetic data for development, testing and QA environments. Similar to <a href=""/radar/platforms/synthesized"">Synthesized</a>, Tonic.ai is a platform with a comprehensive suite of tools addressing various data synthesis needs in contrast to the library-focused approach of <a href=""/radar/languages-and-frameworks/synthetic-data-vault"">Synthetic Data Vault</a>. Tonic.ai generates both structured and unstructured data, maintaining the statistical properties of production data while ensuring privacy and compliance through differential privacy techniques. Key features include automatic detection, classification and redaction of sensitive information in unstructured data, along with on-demand database provisioning via Tonic Ephemeral. It also offers Tonic Textual, a secure data lakehouse that helps AI developers leverage unstructured data for <a href=""/radar/techniques/retrieval-augmented-generation-rag"">retrieval-augmented generation (RAG)</a> systems and LLM fine-tuning. Teams looking to accelerate engineering velocity while generating scalable, realistic data â€?all while adhering to stringent data privacy requirements â€?should consider evaluating Tonic.ai.</p>",,,,,,,
turbopuffer,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://turbopuffer.com/"">turbopuffer</a></strong> is a serverless, multi-tenant search engine that seamlessly integrates vector and full-text search on object storage. We quite like its architecture and <a href=""https://turbopuffer.com/docs/tradeoffs"">design choices</a>, particularly its focus on durability, scalability and cost efficiency. By using object storage as a write-ahead log while keeping its query nodes stateless, itâ€™s well-suited for high-scale search workloads.</p>

<p>Designed for performance and accuracy, turbopuffer delivers <a href=""https://turbopuffer.com/blog/native-filtering"">high recall</a> out of the box, even for complex filter-based queries. It caches cold query results on NVMe SSDs and keeps frequently accessed namespaces in memory, enabling low-latency search across billions of documents. This makes it ideal for <a href=""https://turbopuffer.com/docs/limits"">large-scale</a> document retrieval, vector search and <a href=""/radar/techniques/retrieval-augmented-generation-rag"">retrieval-augmented generation (RAG)</a> AI applications. However, its reliance on object storage introduces trade-offs in query latency, making it most effective for workloads that benefit from stateless, distributed compute. turbopuffer powers high-scale production systems like <a href=""/radar/tools/cursor"">Cursor</a> but is currently only available by <a href=""https://turbopuffer.com/join"">referral or invitation</a>.</p>",,,,,,,
VectorChord,Assess,Platforms,TRUE,new,"<p><strong><a href=""https://github.com/tensorchord/VectorChord"">VectorChord</a></strong> is a PostgreSQL extension for vector similarity search, developed by the creators of <a href=""https://github.com/tensorchord/pgvecto.rs"">pgvecto.rs</a> as its successor. Itâ€™s open source, compatible with <a href=""/radar/tools/pgvector"">pgvector</a> data types and designed for disk-efficient, high-performance vector search. It employs inverted file indexing (IVF) along with <a href=""https://arxiv.org/pdf/2405.12497"">RaBitQ</a> quantization to enable fast, scalable and accurate vector search while significantly reducing computation demands. Like other PostgresSQL extensions in this space, it leverages the PostgreSQL ecosystem, allowing vector search alongside standard transactional operations. Though still in its early stages, VectorChord is worth assessing for vector search workloads.</p>",,,,,,,
Tyk hybrid API management,Hold,Platforms,TRUE,new,"<p>We've observed multiple teams encountering issues with the <strong><a href=""https://tyk.io/deployment-multi-cloud-and-hybrid/"">Tyk hybrid API management</a></strong> solution. While the concept of a managed control plane and self-managed data planes offers flexibility for complex infrastructure setups (such as multi-cloud and hybrid cloud), teams have experienced control plane incidents that were only discovered internally rather than by Tyk, highlighting potential observability gaps in Tyk's AWS-hosted environment. Furthermore, the level of incident support appears slow; communicating via tickets and emails isnâ€™t ideal in these situations. Teams have also reported issues with the maturity of Tyk's documentation, often finding it inadequate for complex scenarios and issues. Additionally, other products in the Tyk ecosystem seem immature as well, for example, the enterprise developer portal is reported to not be backward compatible and has limited customization capabilities. Especially for Tykâ€™s hybrid setup, we recommend proceeding with caution and will continue to monitor its maturity.</p>",,,,,,,
Renovate,Adopt,Tools,FALSE,moved in,"<p><strong><a href=""https://www.mend.io/renovate/"">Renovate</a></strong> has become the tool of choice for many of our teams looking to take a proactive approach to dependency version management. While <a href=""/radar/tools/dependabot"">Dependabot</a> remains a safe default choice for GitHub-hosted repositories, we continue to recommend evaluating Renovate as a more comprehensive and customizable solution. To maximize Renovateâ€™s benefits, configure it to monitor and update all dependencies, including tooling, infrastructure and private or internally hosted dependencies. To reduce developer fatigue, consider <a href=""/radar/techniques/automatic-merging-of-dependency-update-prs"">automatic merging of dependency update PRs</a>.</p>",,,,,,,
uv,Adopt,Tools,FALSE,moved in,"<p>Since the last Radar, weâ€™ve gained more experience with <strong><a href=""https://github.com/astral-sh/uv"">uv</a></strong>, and feedback from teams has been overwhelmingly positive. uv is a next-generation Python package and project management tool written in <a href=""/radar/languages-and-frameworks/rust"">Rust</a>, with a key value proposition: itâ€™s ""extremely fast."" It outperforms other Python package managers by a large margin in benchmarks, accelerating build and test cycles and significantly improving developer experience. Beyond performance, uv offers a unified toolset, effectively replacing tools like Poetry, pyenv and pipx. However, our concerns around package management tools remain: a strong ecosystem, mature community and long-term support are critical. Given that uv is relatively new, moving it to the Adopt ring is bold. That said, many data teams are eager to <a href=""https://github.com/pytorch/pytorch/issues/138506"">move away</a> from Pythonâ€™s legacy package management system, and our frontline developers consistently recommend uv as the best tool available today.</p>",,,,,,,
Vite,Adopt,Tools,FALSE,moved in,"<p>Since <strong><a href=""https://vite.dev/"">Vite</a></strong> was last mentioned in the Radar, it has gained even more traction. Itâ€™s a high-performance front-end build tool with fast hot-reloading. Itâ€™s being adopted and recommended as a default choice in many front-end frameworks, including Vue, SvelteKit and React which recently <a href=""https://react.dev/blog/2025/02/14/sunsetting-create-react-app"">deprecated create-react-app</a>. Vite also recently received significant investment, which led to <a href=""https://voidzero.dev/posts/announcing-voidzero-inc"">the founding of VoidZero</a>, an organization dedicated to Viteâ€™s development. This investment should accelerate development and enhance the project's long-term sustainability.</p>",,,,,,,
Claude Sonnet,Trial,Tools,TRUE,new,"<p><strong><a href=""https://www.anthropic.com/news/claude-3-5-sonnet"">Claude Sonnet</a></strong> is an advanced language model that excels in coding, writing, analysis and visual processing. It's available in the browser, terminal, most major IDEs and even integrates with <a href=""https://www.anthropic.com/news/github-copilot"">GitHub Copilot</a>. As of writing, benchmarking shows it outperforms previous models with versions 3.5 and 3.7, including earlier Claude models. It's also adept at interpreting charts and extracting text from images, and it features a developer-focused experience, such as with the ""Artifacts"" feature in the browser UI for generating and interacting with dynamic content such as code snippets and HTML designs.</p>

<p>Weâ€™ve used version 3.5 of Claude Sonnet extensively in software development and found it significantly boosts productivity across various projects. It excels in greenfield projects, particularly in collaborative software design and architectural discussions. While it may be too early to call any AI model ""stable"" for coding assistance, Claude Sonnet is among the most reliable models we've worked with. At the time of writing, <a href=""https://www.anthropic.com/news/claude-3-7-sonnet"">Claude 3.7</a> has also been released and is promising, though weâ€™ve not yet fully tested it in production.</p>",,,,,,,
Cline,Trial,Tools,TRUE,new,"<p><strong><a href=""https://github.com/cline/cline"">Cline</a></strong> is an open-source VSCode extension that is currently one of the strongest contenders in the space of supervised <a href=""/radar/tools/software-engineering-agents"">software engineering agents</a>. It lets developers drive their implementation entirely from the Cline chat, integrating seamlessly with the IDE they already use. Key features like Plan & Act mode, transparent token usage and <a href=""/radar/techniques/model-context-protocol-mcp"">MCP</a> integration help developers interact effectively with LLMs. Cline has demonstrated advanced capabilities in handling complex development tasks, especially with <a href=""/radar/tools/claude-3-5-sonnet"">Claude 3.5 Sonnet</a>. It supports large codebases, automates headless browser testing and proactively fixes bugs. Unlike cloud-based solutions, Cline enhances privacy by <a href=""https://github.com/cline/cline/blob/main/docs/PRIVACY.md"">storing data locally</a>. Its open-source nature not only ensures greater transparency but also enables community-driven improvements. However, developers should be mindful of token usage cost, as Cline's code context orchestration, while very effective, is resource-intensive. Another potential bottleneck is <a href=""https://github.com/cline/cline/issues/923"">rate limiting</a>, which can slow down workflows. Until this is resolved, using API providers like <a href=""/radar/tools/openrouter"">OpenRouter</a>, which provide better rate limits, is advisable.</p>",,,,,,,
Cursor,Trial,Tools,FALSE,moved in,"<p>We continue to be impressed by the AI-first code editor <strong><a href=""https://www.cursor.com/"">Cursor</a></strong>, which remains a leader in the competitive AI coding assistance space. Its code context orchestration is very effective, and it supports a wide range of models, including the option to use a custom API key. The Cursor team often comes up with innovative user experience features before the other vendors, and they include an extensive list of context providers in their chat, such as the referencing of git diffs, previous AI conversations, web search, library documentation and <a href=""/radar/platforms/model-context-protocol-mcp"">MCP</a> integration. Alongside tools like <a href=""/radar/tools/cline"">Cline</a> and <a href=""/radar/tools/windsurf"">Windsurf</a>, Cursor also stands out for its strong agentic coding mode. This mode allows developers to guide their implementation directly from an AI chat interface, with the tool autonomously reading and modifying files, as well as executing commands. Additionally, we appreciate Cursor's ability to detect linting and compilation errors in generated code and proactively correct them.</p>",,,,,,,
D2,Trial,Tools,TRUE,new,"<p><strong><a href=""https://github.com/terrastruct/d2"">D2</a></strong> is an open-source <a href=""/radar/techniques/diagrams-as-code"">diagrams-as-code</a> tool that helps users create and customize diagrams from text. It introduces the <a href=""https://d2lang.com/tour/intro"">D2 diagram scripting language</a>, which prioritizes readability over compactness with a simple, declarative syntax. D2 ships with a default <a href=""https://d2lang.com/tour/themes"">theme</a> and leverages the same <a href=""https://d2lang.com/tour/layouts"">layout engine</a> as <a href=""/radar/tools/mermaid"">Mermaid</a>. Our teams appreciate its lightweight syntax, which is specifically designed for software documentation and architecture diagrams.</p>",,,,,,,
Databricks Delta Live Tables,Trial,Tools,FALSE,moved in,"<p><strong><a href=""https://www.databricks.com/product/data-engineering/dlt"">Delta Live Tables</a></strong> (DLT) continues to prove its value in simplifying and streamlining data pipeline management, supporting both real-time streaming and batch processing through a declarative approach. By automating complex data engineering tasks, such as manual checkpoint management, DLT reduces operational overhead while ensuring a robust end-to-end system. Its ability to orchestrate simple pipelines with minimal manual intervention enhances reliability and flexibility, while features like materialized views provide incremental updates and performance optimization for specific use cases.</p>

<p>However, teams must understand DLTâ€™s nuances to fully leverage its benefits and avoid potential pitfalls. As an opinionated abstraction, DLT manages its own tables and restricts data insertion to a single pipeline at a time. Streaming tables are append-only, requiring careful design considerations. Additionally, deleting a DLT pipeline also deletes the underlying table and data, potentially creating operational issues.</p>",,,,,,,
JSON Crack,Trial,Tools,TRUE,new,"<p><strong><a href=""https://marketplace.visualstudio.com/items?itemName=AykutSarac.jsoncrack-vscode"">JSON Crack</a></strong> is a Visual Studio Code extension that renders interactive graphs from textual data. Despite its name it supports multiple formats, including YAML, TOML and XML. Unlike <a href=""/radar/tools/mermaid"">Mermaid</a> and <a href=""/radar/tools/d2"">D2</a>, where the textual form is a means to create a specific visual graph, JSON Crack is a tool to look at data that happens to be in a textual format. The layout algorithm works well and the tool allows selective hiding of branches and nodes, making it a great choice for exploring data sets. A companion web-based tool is also available, but our reservations about relying on <a href=""/radar/tools/online-services-for-formatting-or-parsing-code"">online services for formatting or parsing code</a> apply. JSON Crack does have a node limit, and directs users to a commercial sibling tool for handling files with more than a few hundred nodes.</p>",,,,,,,
MailSlurp,Trial,Tools,TRUE,new,"<p>Testing workflows that involve email are often complex and time-consuming. Development teams must build custom email API clients for automation while also setting up temporary inboxes for manual testing scenarios, such as user testing or internal product training before major releases. These challenges become even more pronounced when developing customer onboarding products. Weâ€™ve had a positive experience with <strong><a href=""https://docs.mailslurp.com/"">MailSlurp</a></strong>, a mail server and SMS API service. It provides REST APIs for creating inboxes and phone numbers as well as validating emails and messages directly in code, and its no-code dashboard is also useful for manual testing preparations. Additional features like custom domains, webhooks, auto-reply and forwarding are worth checking out for more complex scenarios.</p>",,,,,,,
Metabase,Trial,Tools,TRUE,new,"<p><strong><a href=""https://metabase.com/"">Metabase</a></strong> is an open-source analytics and business intelligence tool that allows users to visualize and analyze data from a variety of data sources, including relational and NoSQL databases. The tool helps users create visualizations and reports, organize them into dashboards and easily share insights. It also offers an SDK for embedding interactive dashboards in web applications, matching the theme and style of the application â€?making it developer-friendly. With both officially supported and community-backed data connectors, Metabase is versatile across data environments. As a lightweight BI tool, our teams find it useful for managing interactive dashboards and reports in their applications.</p>",,,,,,,
